SMILES,Frequency,Percentage,MoleculeFrequency,MoleculePercentage
CCC1CCC(C)(CC1(C)CC)C(C)(CC)CC,1,0.0000,1,0.0000
CCCC(CCC)C(CC)CC,1,0.0000,1,0.0000
CCC1CCCC(C)(C)C1CC,5,0.0000,5,0.0000
CCC1(C)C(C)C(C)(CCC1C(C)C)C2(C)CCC3(C)CCC(C)C(C)C3C2,1,0.0000,1,0.0000
c1ccc(cc1)c(cCCC(CC)CCC(c2cccc(c2)CCCC)CC)CC,1,0.0000,1,0.0000
CC(C)CCC(C)C1CCC2C3CCC4CCCCC4(C)C3CCC12C,1,0.0000,1,0.0000
CCC(C)C1CCC2(C)CCCC2C1,2,0.0000,2,0.0000
c1ccc(cc1)-c2cccc(c2)CCC,1,0.0000,1,0.0000
cc(ccCC(C)CC(C)CC)C,1,0.0000,1,0.0000
CC(C)C1CCC2(C)CC(C)CCC2(C)C1C,1,0.0000,1,0.0000
CC(C)C1CCC2(C)C1CCC3C(C)(C)C(CCC32C)C(C)C,5,0.0000,5,0.0000
CCCCCC1(C)CCC2C1C(C)(C)CC2(C)C,1,0.0000,1,0.0000
CC1CCC2C(C)CC(CC2C1C)CC(C)(C)C,2,0.0000,2,0.0000
CCC1(C)C(C)C(C)(CCC1C(C)C)C(C)CCC2(C)CCC(C)CC2,16,0.0000,16,0.0001
*C(=O)C=COC=CC#CC#C,1,0.0000,1,0.0000
c1ccc(cc1)-ccccC(C)C,1,0.0000,1,0.0000
ccc(cc-cc(c1ccccc1)CC)C,2,0.0000,2,0.0000
ccc(c)C(C)CCC(C)C,1,0.0000,1,0.0000
ccc(c)CC(C)(CC)CCCC(C)(CC)C(C)C(C)C,8,0.0000,8,0.0001
c1ccc(cc1)CC2c3ccccc3CC2,2,0.0000,2,0.0000
CCC(C)C(C)C(C)(CC)CC,15,0.0000,15,0.0001
CCCCCCC(CCC)C(C)C1CCC2(C)C(CC)CCC2C1C,1,0.0000,1,0.0000
CCCCCCCC(C)CCC(C)C,1,0.0000,1,0.0000
*OC(=O)C=COCOCOCO*,2,0.0000,2,0.0000
CC1(C)CCCC23CC43CCC5(C)CCCC5(C)C4CCC12,8,0.0000,8,0.0001
CCCCCC(C)CC(C)CCC(C)C,3,0.0000,3,0.0000
*N1C=C1,1,0.0000,1,0.0000
c1cc(c(cc1C(C)C)C(C)C)C,2,0.0000,2,0.0000
ccc(c)CC(C)(CC)C(C)CCCCC(C)(C)C(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)CCC(C)C(C)C,2,0.0000,2,0.0000
*OC(=O)C=CC1(OC1)C=O,1,0.0000,1,0.0000
cc(cc1ccccc1)-c2c(cccc2C)ccC(C)C,1,0.0000,1,0.0000
CCC1C(CCC(C)C)C1(C)C,1,0.0000,1,0.0000
cc(c1ccc(c(c1)C)CCC)C,4,0.0000,4,0.0000
CCCCC(CC)CC(C)CCC1CCCC(C(C)C)C(CC)C1,17,0.0000,17,0.0001
c1ccc2c(c1)CC3C2(C)CCC4C5(C)CCCC(C)(CCCC(C)(C)CC)C5CCC34C,2,0.0000,2,0.0000
CC(C)C1CC1C,3,0.0000,3,0.0000
c1ccc(cc1)C(CC(C)C)C2(C)CCC(C2)C(C)CC,1,0.0000,1,0.0000
CCC1C(C)(C)CCCC1(C)CCCCC(C)C,15,0.0000,15,0.0001
*S(=O)(=O)F,1,0.0000,1,0.0000
c1ccc(cc1)CCc2cccc(c2)-c3ccccc3CCc4ccccc4,1,0.0000,1,0.0000
CCCC1CCC(C)CCCCC(CC)C1,1,0.0000,1,0.0000
CCCC(C)(C)C(C)C(C)CCCC(C)C,2,0.0000,2,0.0000
c(cC(C)C)c1cc(cc(c1)C)C,6,0.0000,6,0.0000
c1ccc(cc1)cc2cc(cc(c2)C(C)C)CCC(C)C,2,0.0000,2,0.0000
CC1(C)CCCC2(C)CCCC2C1,1,0.0000,1,0.0000
CCC(C(C)C)C(C)(CC)CCCCC(C)(CC)C(CC)C(C)C,1,0.0000,1,0.0000
[H]OC1=CC(=O)C(=CC1=O)C(=O)C=CC=C,1,0.0000,1,0.0000
cc(c(ccCCC(C)CC)c1ccccc1)CCCCCcc(c2ccccc2)CC,2,0.0000,2,0.0000
c1ccc(cc1)CC(c2cccc(-ccc3cccc(c3)CCC)c2)C,1,0.0000,1,0.0000
O=C1OC(=CC#CC=C)C=C1,1,0.0000,1,0.0000
cc1ccc2ccccc2c1,1,0.0000,1,0.0000
cc(c1ccc(c(c1)CC)C)C,2,0.0000,2,0.0000
c1cc(c(cc1C2(C)CCC3CC32C)-c4cc(ccc4C)C5(C)CCC6CC65C)C,3,0.0000,3,0.0000
*N1C(=O)C2(OC2C1O[H])C(=O)C=CC=CC=CC=CC=C,1,0.0000,1,0.0000
*OC1OC(O*)C=C1,11,0.0000,11,0.0001
c1ccc(cc1)CCCCCCCC(c2cccc(c2)CCCCCCCCCCCCCCC)CCCCCCC,1,0.0000,1,0.0000
*OC(C=CC=C)=CC(=CC(*)=O)C(=CN(*)*)C(*)=O,1,0.0000,1,0.0000
*OC(=O)O[H],16,0.0000,16,0.0001
c1ccc(cc1)CCcccc2ccc(cc2)C3c(cccCCc4ccccc4)cCCC3,2,0.0000,2,0.0000
cccc1cccc(c1)C(c2cccc(c2)Cc3ccccc3)CC(C)C,1,0.0000,1,0.0000
CCC1CC2CCCCC2C1,1,0.0000,1,0.0000
CCCCC(C)CCCC(C)C,18,0.0000,18,0.0001
ccc1cC(C)CC(C)CC1,1,0.0000,1,0.0000
cc1c(c)C2(C)CCC(C(C)C)C(C)(CC)C2CC1,2,0.0000,2,0.0000
c1ccc(cc1)c(cCC(C)C)C,2,0.0000,2,0.0000
*C(=O)C(=O)C(=CO[H])C(C(*)=O)=C(C(*)=O)C(=CO[H])C(=O)C(*)=O,1,0.0000,1,0.0000
c1cc(ccc(c1)CCCCC)-c(ccC)ccCCC,6,0.0000,6,0.0000
c1ccc-2cc(cc2cc1)C,1,0.0000,1,0.0000
CC1CCC(CCCC2(C)CCC3C(C)(C)CCCC3(C)C2C)CC1,2,0.0000,2,0.0000
CCC12CCCC2CCC3C(C)(C)CCCC31C,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)CC2CCCC2,5,0.0000,5,0.0000
c1ccc(c(c1)ccC(C)C)C(C)(C)CCCCC,4,0.0000,4,0.0000
CC1(C)CCCC2(C)CCCC12C,4,0.0000,4,0.0000
c1ccc(c(c1)C)CCCC,22,0.0000,22,0.0001
CCCCC1CC2CCCCCC(C)CC1CCC2,1,0.0000,1,0.0000
c1ccc(cc1)C(c2cccc(c2C)C)CC,1,0.0000,1,0.0000
ccc1ccc2cccc(c2c1)C,2,0.0000,2,0.0000
*OC(=O)C=C(O*)C=CC=CC=CC(=O)O[H],4,0.0000,4,0.0000
CCC1CCC2C(CCC3C(C)(C)CCCC23C)C1,13,0.0000,13,0.0001
CC1CCC(CCC(C)C2(C)CCC3C(C)(C)CCC3(C)C2C)CC1C,4,0.0000,4,0.0000
CCC1(C)CCCC2(C)CCC(C)CC12,2,0.0000,2,0.0000
CC1CCC2C3C1C2(C)CCCC3(C)C,1,0.0000,1,0.0000
cc(cc1ccccc1)-c2ccccc2C(C)C,6,0.0000,6,0.0000
C(#CC=CC=CC=CC=CC=CC=CC=CC=C=C)C=C,1,0.0000,1,0.0000
CCC(C)(C)CCCCC1C(C)CCC2CCC21,4,0.0000,4,0.0000
[H]OC=CC1=CC(=O)C=CC1=O,1,0.0000,1,0.0000
*C(=O)N(C=C)CN(*)CN(*)C(=O)N(*)*,1,0.0000,1,0.0000
CC1CC2CCC3C(CCC3(C)C)C(C)C4CCC1C24,2,0.0000,2,0.0000
O=C1OC(=CC=CC=CC=CC=CC=CC=CC=C)C=C1,1,0.0000,1,0.0000
CC(C)C1CCC2(C)CC(CCC12C)C3CCCC(C)(C)C3,14,0.0000,14,0.0001
c1cc(cc(c1)CCCCCC)-c2cccc(c2)C(C)CC,1,0.0000,1,0.0000
cc1c(c)C2(C)CCC(CC)C(C)(C)C2CC1,1,0.0000,1,0.0000
CCC1(C)C(C)CCC2C1CCCC2(C)C,5,0.0000,5,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCC1CCCCC1,1,0.0000,1,0.0000
ccc(c1cccc(c1)C)C(C)CC,1,0.0000,1,0.0000
*N(*)C(=O)N(*)C1C(=O)N(*)C(=O)N1*,1,0.0000,1,0.0000
CC(C)C1CCC2CCC3CCCCC3(C)C2CCC1C,3,0.0000,3,0.0000
*OC(O*)(C=C)C(*)=O,4,0.0000,4,0.0000
*C(=O)N(*)N=CC(=O)N(*)*,1,0.0000,1,0.0000
CC1(C)CCC2(C)CCC3(C)C(CCC4(C)C3(C)CCC5(C)C(C)(C)CCCC54C)C2C1,1,0.0000,1,0.0000
CCC1C(C)CCC2C(C)C(C)CCC12,1,0.0000,1,0.0000
ccc1cccc2c1ccc3c(cc)cccc32,2,0.0000,2,0.0000
CCCCCCCCC(C)CCCC,8,0.0000,8,0.0001
c1ccc(cc1)-c2cccc(c2)-c3cccc(c3)C(c4cc(cc(c4)C(c5cccc(c5)-c6cccc(c6)-c7ccccc7)CCCCC)CCCc8ccccc8)CCCCC,1,0.0000,1,0.0000
*C(=O)N=CC=C,1,0.0000,1,0.0000
ccc(c)CC1(C)CCC(C(C)C(C)C(C)C)C(C)C1C,2,0.0000,2,0.0000
*C(=O)C1=CC=2N=C1C=CN(*)C=CC=3N=C(C=C4N=C(C=C4)C2)C(=CO[H])C3,1,0.0000,1,0.0000
cc-1c(c)C(cc1c2ccccc2)(c3ccccc3)C,5,0.0000,5,0.0000
c1ccc(cc1)Cc2cccc(c2)C(c3ccccc3)C,1,0.0000,1,0.0000
c1cc(c2c(c1)C3(C)CCC4(C)C(CCC)C(C)(C)CCC4(C)C3CC2)C,3,0.0000,3,0.0000
cc(cccC)CC1CCC(C(C)C)C(C)(CC)C1,1,0.0000,1,0.0000
CC(C)C1CCCC2(C)CCCC(C)C12,2,0.0000,2,0.0000
CC(C)CC1(C)CCC23CC43CCCC(C)(C)C4CCC2C1(C)C,3,0.0000,3,0.0000
*OC1OC(O*)C(C=C1)=CC(*)=O,1,0.0000,1,0.0000
cc(cc1cc(cc(c1)C)C)-c2ccccc2,20,0.0000,20,0.0001
CCCCCCCCCC(C)C,59,0.0000,56,0.0004
CCCC(C)CC(CC)CCC,12,0.0000,12,0.0001
*OC(=O)C(=C)C=CC=CC=CC=CC=CC(*)=O,1,0.0000,1,0.0000
c1ccc(cc1)CCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1,0.0000,1,0.0000
c1ccc(c(c1)C(C)C)C(C)CCCC(C)C,1,0.0000,1,0.0000
c1ccc(cc1)CCCCCCCc2ccccc2,93,0.0001,93,0.0006
c1ccc(cc1)c(cCCc2ccccc2)CC,1,0.0000,1,0.0000
CC(C)C1CCC2C(C)(C)C(CCC12C)C(C)CCC3C(C)CCCC3(C)C,1,0.0000,1,0.0000
c1ccc(cc1)C2c3ccccc3C4C(c5ccccc5)c6ccccc6C24,6,0.0000,6,0.0000
cc1c(c)C2CCC3CC(C)CCC3C2(C)CC1,1,0.0000,1,0.0000
CCCCC1C(C)CCC(C)C1C,3,0.0000,3,0.0000
CC12CC3CC(C)(C1)CC(C)(C3)C2,1,0.0000,1,0.0000
CC1(C)CCC2CCCC2(C)C1,1,0.0000,1,0.0000
cc(c1cccc(c1)Cc2cccc(c2)c(c)CCC)CCC,1,0.0000,1,0.0000
CC1CC(C)C(C)C1,11,0.0000,11,0.0001
c(cCC)c(ccCCC)CCCCCCCCC,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCC(C)C,3,0.0000,3,0.0000
O=C1C2OC2C(=O)C3OC13,2,0.0000,2,0.0000
CCCCCC1CCC2(C)C(C)C(C)(CCC2C1(C)C)C(C)CCC3CCC(C)(C)CC3,1,0.0000,1,0.0000
CC1CCCC2(C)C1CCC3(C)CC4CCC5C(C)(C)CCCC5(C)C4CCC32,4,0.0000,4,0.0000
CCCCCC1CCCC(C)C1C,1,0.0000,1,0.0000
ccc1ccc2c(c1C)CCC3CCCCC23C,2,0.0000,2,0.0000
CC(C)C1CCC2(C)C(CCC3C4CCCC4(C)CCC32C)C1C,6,0.0000,6,0.0000
CCCCCCC(C)CCC(C)C1CCC2(C)C(CC)CCC2C1C,2,0.0000,2,0.0000
*N=C1C(C=C)=C2SC=C(C(=O)O[H])N2C=C1N(*)C(=O)C(=C)N(*)C(=O)C(=C)N(*)C(*)=O,1,0.0000,1,0.0000
CC(C)C1CCC(CC1)C2(C)CCCC(C)C2C,1,0.0000,1,0.0000
CCC1(C)C(C)CCC2C3CCC(C(C)CCC(C)C4CC4C)C3(C)CCC21,5,0.0000,5,0.0000
CCCCCC1CCCC(C)(C)C1,11,0.0000,11,0.0001
CC1(C)CCC2CCC3(CC3C2C1)C4(C)CCC5C(C)(C)CCCC5(C)C4,2,0.0000,2,0.0000
*OC1=CC(=O)C(O[H])=CC1=CC(*)=O,4,0.0000,4,0.0000
cc(c1cCC2C(C)(CCC3(C)C(CCC23C)C(C)CC)C1CC)C,1,0.0000,1,0.0000
cccc(ccc(cC(CC)C(cccc(ccccCC)C)C)C)C,1,0.0000,1,0.0000
c1ccc(cc1)C(C)CCCCCCCCC,1,0.0000,1,0.0000
*C(=O)C(=C(O[H])C=C)C(=O)N(*)*,51,0.0000,51,0.0003
[H]OC=C(O[H])C=CC(=O)O[H],1,0.0000,1,0.0000
CCC(C)C1CCC2(C)C(C)C(C)(CCCCC(C)C)CCC12C,41,0.0000,41,0.0003
*OC(C=C)=CC(=O)N(*)*,3,0.0000,3,0.0000
CC(C)C1CC(C)C2CCCC2C1,1,0.0000,1,0.0000
c1ccc(cc1)-c2c(cccc2Cc3ccccc3)C,2,0.0000,2,0.0000
CC1CCCC2C(C)CCC12,11,0.0000,11,0.0001
c1ccc(cc1)-cccc2cccc(c2)CCc3ccccc3,18,0.0000,18,0.0001
CCCC(C)CCCC(C)CC(C)CCC,1,0.0000,1,0.0000
c1ccc(cc1)-cccc2cccc(c2)C(c3ccccc3)C,14,0.0000,14,0.0001
CCCC(C)CC1C(CC)CC(C)CC1C(C)C,8,0.0000,8,0.0001
ccc(ccCC)c1ccccc1,90,0.0001,89,0.0006
c1ccc(cc1)-c2ccc(c(c2)C)C,1,0.0000,1,0.0000
c1ccc(cc1)C(Cc2cccc(c2)CC)CC,5,0.0000,5,0.0000
cc(c(cCcc(c(cCcc(c(cC)C)CC)C)CC)CC)C,1,0.0000,1,0.0000
c1ccc(cc1)c2cC(c3ccc(cc3)c(cC4CC(C)CC(CC)C4)CC)CCCCC2,15,0.0000,15,0.0001
CCCC1C(C)CCC(C)C1(C)CCC,29,0.0000,29,0.0002
CC(C)CC1(C)CCCC(C)(C)C1,4,0.0000,4,0.0000
*OC(O*)C(C(=O)O[H])=C(OC(*)=O)C(*)=O,1,0.0000,1,0.0000
CC1(C)CCCC2(C)CC3CCC2C31,2,0.0000,2,0.0000
ccc(c(c)=[cH2])C,3,0.0000,3,0.0000
c1ccc(cc1)c2cC(C)CCC3C2(C)CCCC3(C)C,1,0.0000,1,0.0000
*N(P(=O)(O[H])O[H])P(=O)(O[H])O[H],1,0.0000,1,0.0000
ccc1cccc(c1C)C(C)CC,2,0.0000,2,0.0000
ccc(c)CCC1(C)CCCC(C)(CC)C1CC,1,0.0000,1,0.0000
CCCCCCCCC(C)CC(C)CC(C)CCCCCCCC,4,0.0000,3,0.0000
CCC(CCC(C)C1CC(C)(C)CCC1C)C2(C)CCCC(C)(C)C2,1,0.0000,1,0.0000
c1ccc(c(c1)cc2cccc(c2)CCC(C)(C)C)C,1,0.0000,1,0.0000
*OC=C(C=CC=C)C(=O)O*,19,0.0000,19,0.0001
CC1CCCC12C(C)CCC2(C)C,1,0.0000,1,0.0000
CCCCC(C)C1CC(C)CCC1(C)C,6,0.0000,6,0.0000
CCC(CC)C1(C)CCCC(C)(C)C1C,7,0.0000,7,0.0000
ccCC(C)CCc1ccc(cc1)C,2,0.0000,2,0.0000
c1cc(c(c(c1)CCC)C(C)CC)C,1,0.0000,1,0.0000
*[N+](*)([O-])C=CC=C,1,0.0000,1,0.0000
ccc(c)CC(C)(C)C(C)C1CC2CC3(C)CC2C(C1)C3C,1,0.0000,1,0.0000
CC(C)(C)C1CCC(C)(C)CC1,2,0.0000,2,0.0000
CCCCC(C)CC(C)CCCCCC(C)CCC,4,0.0000,4,0.0000
c(ccCCC)cCCC,6,0.0000,6,0.0000
CC1CCC2C3CCC(C)C(C)(C3)CC12,1,0.0000,1,0.0000
c1ccc2cc(ccc2c1)C(C)(C)CC,5,0.0000,5,0.0000
CCCCCCCC(CC)CC(CC)CCCC,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,10,0.0000,10,0.0001
*C(=O)C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=O,1,0.0000,1,0.0000
*OC=C(O*)C=C,4,0.0000,4,0.0000
*C(=O)C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,5,0.0000,5,0.0000
*SC=C(C=O)C(=C)C(=O)C=C,1,0.0000,1,0.0000
*N(*)C(=O)C(=C)N(*)C(=O)C1=CSC(=C2N=CC=CC2=O)N1*,1,0.0000,1,0.0000
cccc(cccccc(cccC(C)C(cc(c)C)CC)C)CC,2,0.0000,2,0.0000
CCC1CC(C)C1CC,1,0.0000,1,0.0000
*C(=O)OC(C=C)N(*)*,1,0.0000,1,0.0000
c1cc(c(c(c1)C(C)CCC2(C)C(C)CCC3(C)CCC(C)CC32)CCC)C,1,0.0000,1,0.0000
ccc(cC)C1CCcc(c2ccccc2)CCC1C,1,0.0000,1,0.0000
*N(*)C(=O)C1OC1C(=O)N(*)*,3,0.0000,3,0.0000
CCC(C)(C)CCCCC1(C)CCC(C(C)CCCC(C)C)C1(C)C,1,0.0000,1,0.0000
ccccCC(C)(CC)CC,3,0.0000,3,0.0000
c1ccc(cc1)CCCCC(C)CCCC(C)CC(C)CC(C)C,1,0.0000,1,0.0000
*C(=O)OC(=CC=C1C=CC(=O)C=C1)N(*)*,1,0.0000,1,0.0000
ccc(c(c)c)c1ccccc1,30,0.0000,30,0.0002
*OC1=CC=NC1=CN(*)*,8,0.0000,8,0.0001
*OCOCOCOC(*)=O,2,0.0000,2,0.0000
*OC(=C)C(=C)C(=O)C=CO[H],1,0.0000,1,0.0000
c1ccc(cc1)-c2cccc(c2CCC)CC,2,0.0000,2,0.0000
c1ccc2c(c1)cccc2C(C)(CC)CCC,1,0.0000,1,0.0000
CCCC(C)C(C)C(C)(CC)CC(C)C,2,0.0000,2,0.0000
CCCC(C)CCCCC(C)C,21,0.0000,21,0.0001
*C(=O)OC=CC=CC=C,4,0.0000,4,0.0000
CCC12CCC(C1)C3CCC4CC3C2C4,9,0.0000,9,0.0001
*ON(*)CO[H],1,0.0000,1,0.0000
CC(C)CCC(C)CCC1(C)CCCC2C3(C)CCCC(C)(C)C3CCC21C,20,0.0000,20,0.0001
CC(C)CC1CCC(C1)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)C(C)C2CCC(C)(C)C2,1,0.0000,1,0.0000
CCC(C)C(C)CCCC(C)C,30,0.0000,30,0.0002
*N(N=O)N=CC=CC=C,1,0.0000,1,0.0000
CC(C)C1CCC2(C)C(C)CCCC2C1C,1,0.0000,1,0.0000
CCCCCCCC(C)C(CC)C(CC)C1CCCCC1C,4,0.0000,4,0.0000
CCC(C)CC(C)CCC1CCCCC1(C)C,4,0.0000,4,0.0000
c1ccc(cc1)CCC(CC)C2CCC(CCC(C)C)C2C,3,0.0000,3,0.0000
c(cCC(C)C)c(c1cCC(C)C1(C)CCC2CC32CCCC(C)(C)C3C)C,1,0.0000,1,0.0000
*OC(C=C)=CC=C,4,0.0000,4,0.0000
c1ccc(cc1)-cccc2ccc(cc2)CCCCCC,7,0.0000,7,0.0000
cc(cc1cccc2ccccc21)C,1,0.0000,1,0.0000
CCCC(C)(C)CCC(CCCCC(C)C)C(C)(C)CC,1,0.0000,1,0.0000
CCC(C)CC1CCCC(C)C1,1,0.0000,1,0.0000
CCC1(C)CCC(C)C(C1)C2(C)CCC(CC2)C(C)(C)C(C)C,1,0.0000,1,0.0000
cc(c1ccc2c(c1)C(C)CCC2(C)C(C)C)CCC,5,0.0000,5,0.0000
c1ccc(cc1)CC2CCC(c3ccccc3)C2C,1,0.0000,1,0.0000
*OC(=CC=C)C(*)=O,6,0.0000,6,0.0000
*N(C=C)C(=O)C(=O)O[H],1,0.0000,1,0.0000
c1ccc(cc1)C(C)CC(C)C,3,0.0000,3,0.0000
CCC1CCCC(C(C)C)C1(C)CC,3,0.0000,3,0.0000
ccc(c1cccc(c1)CCC(C)C)CCC,13,0.0000,13,0.0001
c1ccc(cc1)ccCc(cCc2ccccc2)c3ccccc3,1,0.0000,1,0.0000
*OC(=O)N(*)O*,1,0.0000,1,0.0000
cc(c(c)C(C)CC(C)CC)C,1,0.0000,1,0.0000
CCC(C)C,12966,0.0077,8972,0.0564
CCC1(C)C(C)CCC2C(C)C(C)CCC21,1,0.0000,1,0.0000
*OC(=O)C1(O[H])C(O*)=C(C(=O)N1*)C=2C(=O)N(*)C(O[H])(C(=O)O*)C2O*,1,0.0000,1,0.0000
*OC(C(*)=O)=C1C=CC(=O)C=C1,1,0.0000,1,0.0000
c1ccc(cc1)C(CC)CCC(C)C(C)CC,2,0.0000,2,0.0000
*OC(=CC(=O)C(O[H])=C)N(*)C(O*)=CC(=O)C(O[H])=C,1,0.0000,1,0.0000
*OC(=O)C(=C)C(O*)O*,3,0.0000,3,0.0000
CCC1CCC(CC)C1(C)C,3,0.0000,3,0.0000
CCCCC1C(C)CCC(C1C)C(C)(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)C2CC(C)C(CCC(C)CC)C2(C)C,14,0.0000,14,0.0001
*N(*)*,8671,0.0052,7609,0.0478
c1cc(cc(c1)C(C)C(C)CC)C,2,0.0000,2,0.0000
c1ccc(cc1)-c2ccc(cc2)C,28,0.0000,28,0.0002
CCC1(C)C(CCC2(C)C1CCC(C(C)CCC(C)C)C2(C)CC)C(C)C,1,0.0000,1,0.0000
CCCCCCC1C(C)CCCC1(C)C,5,0.0000,5,0.0000
cc(cccC)CCC(C)C(C)CC,1,0.0000,1,0.0000
CC(C)CCC(C)C1CCC23CC13CCC4C5(C)CCCC(C)(C)C5CCC42C,1,0.0000,1,0.0000
CCC1(C)CCC(C)(C)C1(C)C,1,0.0000,1,0.0000
[H]OC1OC(O[H])(C2OC2)C3OC13,1,0.0000,1,0.0000
*OC(O*)C(=C)N(*)C(*)=O,2,0.0000,2,0.0000
CC(C)C(C)CCC(C)C(C)C,1,0.0000,1,0.0000
CCC1CCC(C)C(C)C(C)C1,1,0.0000,1,0.0000
[H]ON=NN=CC=CC=CC=CC=C,1,0.0000,1,0.0000
O=C1OC(C=C1)=CC2OC2,1,0.0000,1,0.0000
CC1CCC2CCC(C)(CC2C1C)C3(C)CCC4C(C)(C)CCCC4(C)C3C,3,0.0000,3,0.0000
CCC(C)CCCC(C)C(CC)C(C)(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)CCCc2cccc(c2)C(c3cc(cc(c3)C(c4cccc(c4)C(c5cccc(c5)C(c6ccccc6)CCc7ccccc7)CCc8ccccc8)CCc9ccccc9)C(c%10ccccc%10)C)CCc%11ccccc%11,1,0.0000,1,0.0000
c1ccc(cc1)-c2ccc(cc2C(c3ccccc3)c4ccccc4)C,1,0.0000,1,0.0000
CC1CCC2(C)C(C)C(C)CCC2C1,9,0.0000,9,0.0001
CCCC(C)(CCC)CCCC(C)C(C)C(C)CCC(C)C(C)C,2,0.0000,2,0.0000
c1ccc2c(c1)CCCC2(CC)CC,24,0.0000,23,0.0001
c1ccc(c(c1)c2cccc(c2)C)-c3ccccc3c4cccc(c4)C,1,0.0000,1,0.0000
c1ccc(cc1)CCC2C(C)CCCC2(C)C,1,0.0000,1,0.0000
CCCCCC(C)C,662,0.0004,633,0.0040
CCCCCCC(C)(CCC(C)C)C(C)C,1,0.0000,1,0.0000
CCCCCCCC(C)CCCCC,16,0.0000,16,0.0001
c1cc(cc(c1)C)c2cc(cc(c2)C)-c3cc(cc(c3)C)c4cccc(c4)C,1,0.0000,1,0.0000
[H]OC=CC=CO[H],15,0.0000,15,0.0001
*OC(=CO[H])C(=O)C(*)=O,3,0.0000,3,0.0000
CCC1C(CCC1(C)CC2CCCC2C)C(C)C,2,0.0000,2,0.0000
c1ccc2c(c1)-c3cccc(c3CC2(C)C)CC,1,0.0000,1,0.0000
c1ccc(cc1)CCCCCc2ccccc2cccC,2,0.0000,2,0.0000
ccc(c)CCC1(C)CCCC(C)(CC)C1C,1,0.0000,1,0.0000
CC(C)CCCCC1CCC2(C)C(CCC2(C)C1)C(C)C,2,0.0000,2,0.0000
c1ccc(cc1)c(cCC(CC)CCC)CC,11,0.0000,11,0.0001
CCC1CCC2C3CCCC(C)(C)C3CCC12C,8,0.0000,8,0.0001
CCC1(C)CCCC2(C)C1CCC3(C)C4CCCC(C)C4(C)CCC23,1,0.0000,1,0.0000
c1cc(cc(c1)C2CC(c3cccc(c3)C)C2)C,1,0.0000,1,0.0000
CCC1(C)C(C)C(C)(CCC1C(C)C)C(C)CCC(C)CCC(C)C,4,0.0000,4,0.0000
cccc1cccc(cc)c1,218,0.0001,208,0.0013
cc1cccc2ccc3ccccc3c12,7,0.0000,7,0.0000
c1ccc(cc1)c2cC(c3ccccc3c4cCCCC(C)CC4)CCCCC2,1,0.0000,1,0.0000
*C(=O)C(C(=O)C=CC(O[H])=CN(*)*)=C(O[H])C=C,1,0.0000,1,0.0000
c1ccc(cc1)ccC2CC(C)CC(CC)C2,4,0.0000,4,0.0000
C=CC1=CC=CC1=C,7,0.0000,7,0.0000
cC(CC)(CC)CCC,1,0.0000,1,0.0000
c1ccc(cc1)CC(c2cccc(c2)CCC(C)CC)C,1,0.0000,1,0.0000
ccc(c)CC(C)CCC(C(C)C)C(C)(CC)CC(C)C,9,0.0000,9,0.0001
cc1ccc(cc1cc(cC)C)CC,1,0.0000,1,0.0000
CCCC(C)CC1(C)CCC23CC43CCCC(C)(C)C4CCC2C1(C)C,8,0.0000,8,0.0001
*OC1C(=O)N(*)C2SSN1C2=O,1,0.0000,1,0.0000
ccc1cc(ccc1c)CC,15,0.0000,15,0.0001
CC(C)C(C)C(C)CC(C)(C)C(C)(C)CCCC1C(C)CCCC1(C)C,1,0.0000,1,0.0000
ccc(c)CCCC(C)(C)CC(C)C,1,0.0000,1,0.0000
cccccCCCCCCCC,1,0.0000,1,0.0000
CCCC(C)CCCCCC(CCC)CC(C)C,1,0.0000,1,0.0000
c1cc2ccc3ccc4ccc5cccc6c(c1)c2c3c4c56,3,0.0000,3,0.0000
CCC(C)C(CCCC1(C)CCC2C(CCC2C1(C)C)C(C)C)C(C)C,1,0.0000,1,0.0000
c1ccc(c(c1)c2ccccc2CCCCC)CCC,2,0.0000,2,0.0000
c1ccc(cc1)C2c3ccccc3CC(CC)C2CC,1,0.0000,1,0.0000
ccc1cccc(cc-c2ccccc2)c1,1,0.0000,1,0.0000
CCCCC1C(C)C2CC2C1(C)CC,1,0.0000,1,0.0000
c1c-cc(cc1)C2CccCC2,1,0.0000,1,0.0000
CCCC(C)C(CC(C)CC)C(C)C,10,0.0000,10,0.0001
CC(C)C1CCC2C1(C)CCC3(C)CC(C)CC4CC423,1,0.0000,1,0.0000
*OC(=C(C=O)C(*)=O)N(*)C(=O)C(O*)OC(*)=O,1,0.0000,1,0.0000
*N=C(S*)C=C,4,0.0000,4,0.0000
