SMILES,Frequency,Percentage,MoleculeFrequency,MoleculePercentage
CC1CCC2C(C)C(C)CC(C)(C)C2C1,1,0.0000,1,0.0000
*N=CC(O*)=CN(*)C=C,1,0.0000,1,0.0000
CCC1(C)C(C)CCCC1(C)C,3,0.0000,3,0.0000
CCC(C)C1CCC2(C)C(C)C(CCCCC(C)C)CCC12C,7,0.0000,7,0.0000
*OC(=O)C(C=O)=CC=CN(*)*,2,0.0000,2,0.0000
c1cc(ccc1-c2cc3c(cc2CC(C)C)-c4ccc(cc4C(C3)C(C)C)C)C,1,0.0000,1,0.0000
CCC(C)C1CCC(CC(C)C(C)C)C1C,2,0.0000,2,0.0000
CCCCC(CCC(C)C)C1CCC(C)C1,1,0.0000,1,0.0000
c1ccc-2c(c1)-cccc3cccc(c3)-c4ccccc4-cccc5cccc(c5)-c6ccccc6-cccc7cccc2c7,1,0.0000,1,0.0000
*C(=O)N(*)*,59572,0.0355,15067,0.0947
C1CCCC(CCC1)C2CCCCC2,1,0.0000,1,0.0000
CCC(C)C1(C)CCCC(C)(C)C1,13,0.0000,13,0.0001
CCC12CCCC3C4(C)CCC(C(C)CCCC(C)C)C4(C)CCC32C1,1,0.0000,1,0.0000
c1ccc(cc1)cc-c2ccc(cc2)CCCCc3ccccc3,1,0.0000,1,0.0000
cc1ccccc1c2ccc3cccc(c3c2)CCCCCC,7,0.0000,7,0.0000
c1ccc(cc1)C2c3ccccc3CCc4ccccc42,2,0.0000,2,0.0000
cc(c1ccccc1)Cccc2ccccc2,2,0.0000,2,0.0000
CCC(C)C1CCC2(C)CC(C)(CCC12C)C(CC)CC(C)C,1,0.0000,1,0.0000
cc(cc(c)C1CCCC1)CC,1,0.0000,1,0.0000
CCCC(CC)C1CCCC1C,1,0.0000,1,0.0000
c1ccc2c(c1)cccc2CCCC,1,0.0000,1,0.0000
CC(C)C1CC(C)CC1C,4,0.0000,4,0.0000
ccc(c1cccc(c1)CC(C)CC)C(C)CC,1,0.0000,1,0.0000
CCC1CCC2C3CCC(C)C(C)(C)C3CCC12C,4,0.0000,4,0.0000
CC1CCC2(C)CCC3(C)C(CCC45CC35CCC6C(C)(C)CCCC64C)C2C1C,1,0.0000,1,0.0000
ccc(c)CC1C(C)CCC2C(C)(C)CCCC12C,2,0.0000,2,0.0000
ccc(c)C1CCCC1(C)CCCC(C)(CC)C(C)C(C)C,9,0.0000,9,0.0001
CC(C)C1CCC23CC13CCC4C5(C)CCCC(C)(C)C5CCC42C,1,0.0000,1,0.0000
c1cc(ccc1C)CC(CC)C(C)C,1,0.0000,1,0.0000
CC1CCC23CC43CCCC(C)(C)C4CCC2C1(C)C,5,0.0000,5,0.0000
ccccCC(C)CCC,5,0.0000,5,0.0000
CC1CCC(C)(CCCC2(C)CCC3C(C)(C)CCCC3(C)C2C)CC1,2,0.0000,2,0.0000
c1ccc(cc1)-cccc2cccc(c2)C(c3ccccc3)CCc4ccccc4,2,0.0000,2,0.0000
c1ccc(cc1)-c2cccc(c2CC)CC,1,0.0000,1,0.0000
CC1CCC2C(C1)CC(C)CC2(C)C,1,0.0000,1,0.0000
c1ccc2c(c1)-c3ccc(cc3CC2)-c4cccc5-c6ccccc6CCc45,1,0.0000,1,0.0000
CCCC1CCCC2(CCC)C(C)CC12,1,0.0000,1,0.0000
CCCCCCCC(C)(C)C,3,0.0000,3,0.0000
*OC=C(C(*)=O)C(O[H])=CC(*)=O,9,0.0000,9,0.0001
ccc(c1ccccc1)C(C)C,1,0.0000,1,0.0000
CCC1C(C)CCCC1(C)CCCC2C3CCCC3C4C(C)(C)CCCC24C,1,0.0000,1,0.0000
*C(=O)C(Cl)=C1C=COC(C=CC=C)=C1,13,0.0000,13,0.0001
c1cc(cc2c(cc1C)CCC3C2CCCC3(C)C)C(C)C,1,0.0000,1,0.0000
CCCC(C)(CC)CCCC(C)CCC(C)CCCC(C)CC,1,0.0000,1,0.0000
ccc(c)CCCCCCCCCCCCCCCCCCCC,2,0.0000,2,0.0000
cc1c(cccc1C)c2ccc3ccccc3c2,3,0.0000,3,0.0000
c1ccc(cc1)c(cC2CC(C)CC(CC)C2)CC,34,0.0000,34,0.0002
c1ccc(c(c1)CCC)CCCCCCC(C)CC,1,0.0000,1,0.0000
c1ccc(cc1)-cc(cc2cc(cc(c2)CCC(C)C)C)C,3,0.0000,3,0.0000
N#CC=CC=CC=C,1,0.0000,1,0.0000
c1ccc(cc1)CCc2ccccc2C(c3ccccc3C(Cc4ccccc4)CC)Cc5ccccc5,1,0.0000,1,0.0000
CCC1CCC(C)C(CC)C1C,8,0.0000,8,0.0001
CCCC1C(CC)C(C)CCC1C(C)C,1,0.0000,1,0.0000
CCCC1CCC(CC)C1(C)C,1,0.0000,1,0.0000
CC1CCC(CCCC2CCCC3(C)CCC(C)(C)C23)C1C,1,0.0000,1,0.0000
[H]OC(=O)C(C=C)=CC=C,16,0.0000,16,0.0001
CCC1CCC(C1)C2CCCC(C)C2C,1,0.0000,1,0.0000
*C(=O)OC(=CC(=O)O[H])C(*)=O,1,0.0000,1,0.0000
CCC1(C)CC2C(C)CCC21,2,0.0000,2,0.0000
O=CC(=O)C=CC=C,1,0.0000,1,0.0000
O=C(C=CC=C)C1(Cl)OC1,1,0.0000,1,0.0000
CC(C)(C)C12CC3CC2C1C3(C)C,1,0.0000,1,0.0000
CCC(C)CCC(C)C1CCC2CC(CCC21C)C(C)CC,4,0.0000,4,0.0000
c1ccc2c(c1)cccc2-c3cccc4ccc(cc43)CC(C)C,1,0.0000,1,0.0000
c1cc(ccc1C)C(C)(CC)C(C)C(C)C,2,0.0000,2,0.0000
CCCCC1CCC(C1C)C(CC)C(C)C,1,0.0000,1,0.0000
CCCCCCCCCCCCCCCCCCCCCCCCC(C)CC,2,0.0000,2,0.0000
CCC(C)CCC(C)C1(C)CCC(CC1CC)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)-cc(c2ccccc2)-c3ccccc3,10,0.0000,10,0.0001
CC(C)CCCC(C)C1CCCC(CCC2(C)CCCCC2)C1C,1,0.0000,1,0.0000
cc-1ccc(cc1)C,2,0.0000,2,0.0000
[H]OC1OC(C=C)=CC1=O,8,0.0000,8,0.0001
*C(=O)C(O[H])=CC=C(O[H])C(*)=O,4,0.0000,4,0.0000
*[NH+]=CC=[cH2],1,0.0000,1,0.0000
CCCCC1(C)CCCC2C1CC3C(C)C(CC(C)C23)C(C)CCCC(C)C,1,0.0000,1,0.0000
*OC(=O)C(=[cH]-[cH]=COCOC=O)C(=O)C=CC=CC=C,1,0.0000,1,0.0000
c1cc(cc(c1)C(C)CCCC)CC(C)CC,1,0.0000,1,0.0000
CCC1C(C)(CC)C(CCC1(C)C(C)C)C(C)C,6,0.0000,6,0.0000
CCC(C)CCCCCCCC1CCCCCC1,1,0.0000,1,0.0000
CCCC(CC)C(C)CCC1C(C)CCCC1(C)C,2,0.0000,2,0.0000
CC(C)C(C)CCC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC54CC35CCC12C,5,0.0000,5,0.0000
c1ccc(cc1)C(CC(C)C)C2(C)CCCCC2,1,0.0000,1,0.0000
*C(=O)N(*)CN1C(=O)C2SSC1C(=O)N2*,1,0.0000,1,0.0000
c1ccc(cc1)CCCc2cccc(c2C)C,3,0.0000,3,0.0000
CC(C)C1CCC(C)(C)C(C1)C(C)C,8,0.0000,8,0.0001
CC(C)C1CCC2(C)CC1C2C,9,0.0000,9,0.0001
ccc(-cc)c1ccccc1,6,0.0000,6,0.0000
CC1(C)CCCC2C3CCCCC3CCC21,21,0.0000,21,0.0001
CCC(C)C1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,1,0.0000,1,0.0000
CC1CCC2CC3CC(C)(C)CC3C12C,4,0.0000,4,0.0000
CCCC(C)(C)CCCCCCC(C)C,5,0.0000,5,0.0000
CCCCCC(C)C1CCC2(C)C3CCC(C(C)C)C(CC)CC3CCC12,2,0.0000,2,0.0000
c1ccc(cc1)CCCc2cc(ccc2C)C,2,0.0000,2,0.0000
*OC=CC=C(O[H])C(*)=O,4,0.0000,4,0.0000
c1cc(ccc1C(C)C)C(C)C(C)C(C)(C)C,1,0.0000,1,0.0000
c1ccc2c(c1)CC3Cc4ccccc4C2C3C,2,0.0000,2,0.0000
c1cc(cc(c1)C(C)C)-c2cc(ccc2C(C)C)C,2,0.0000,2,0.0000
CC1CC2CC3(C1)C(C)CCC3C2(C)C,1,0.0000,1,0.0000
cc1cccc(c1c)C(C)(C)C,1,0.0000,1,0.0000
CC(C)C(C)C1CC1C(C)C2CCC3C4CCC5C(C)CCCC5(C)C4CCC23C,1,0.0000,1,0.0000
c1cc2-c(c1)c(cccc2C)C(C)C,1,0.0000,1,0.0000
CC(C)CCC1CCC23C(C)CCC(C(C)C)C3C12,1,0.0000,1,0.0000
CCC(C)C(C)(CC)C(C)CCC1CCC(C)C(C)C1,1,0.0000,1,0.0000
cc(ccCC(C)(C)C(C)CC)C,1,0.0000,1,0.0000
*OC(C#N)=CC=CC(=O)O[H],1,0.0000,1,0.0000
CC1(C)CCCC2(C)C1CCC3(C)C2CCC4C5CCCC5(C)CCC43C,144,0.0001,144,0.0009
CC1CCCC2(C)C1CCC34CCC(CC32)C(C)C4,7,0.0000,7,0.0000
cc(c(ccCCC(C)CC)c1ccccc1)CCc(cCCCC(C)CC)c2ccccc2,1,0.0000,1,0.0000
ccc1cccc(c1)cc2cccc(c2)C(C)C,2,0.0000,2,0.0000
c1ccc(cc1)-c(cCc2cccc(c2)CC(c3ccccc3)C)c4ccccc4,2,0.0000,2,0.0000
*C(=O)[n+](*)(*)*,1,0.0000,1,0.0000
CC1CCCC21CCCC2C,2,0.0000,2,0.0000
CCC(C)C1CCC2CC(CCC21C)C(C)(CC)C(C)C,2,0.0000,2,0.0000
CCC1CCCC(CC)C1(C)CC,2,0.0000,2,0.0000
CC(C)CCCCC1CCC23CC13CCC4C5(C)CCCC(C)(C)C5CCC42C,16,0.0000,16,0.0001
c1ccc(cc1)C(CC)CC(C)(CC)CC(C)CCCC(C)(CCC)CC(c2ccccc2)CC,1,0.0000,1,0.0000
c1ccc(cc1)cc2cccc(c2)C(C)CC,3,0.0000,3,0.0000
*OC(O[H])(C=C)C(=O)C=C,1,0.0000,1,0.0000
CC(C)CCC1C(C)CCC2C(C)(C)CCCC12C,29,0.0000,29,0.0002
*O[N+]([O-])=CC(=O)N(*)C=CC(=O)O[H],2,0.0000,2,0.0000
*OC=1C=CC(=CN(*)*)C(=O)C1O*,4,0.0000,4,0.0000
c1ccc(cc1)ccc-c2cccc(c2)CCCCCC,1,0.0000,1,0.0000
CCCC1C(CC)CC(C)CC1C(C)C,3,0.0000,3,0.0000
*OP(=O)([O-])[O-],13,0.0000,13,0.0001
CCCC(C)C1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,2,0.0000,2,0.0000
cc(c1ccc2c(c1)C(C)(CC)CCC2(C)C(C)C)CCC,1,0.0000,1,0.0000
CC1CCC23CC1CC3CCC4C(C)(C)CCCC42C,35,0.0000,35,0.0002
cc(c1cccc(c1Ccc(c2cccc(c2C)C(C)C)C)C(C)C)C,1,0.0000,1,0.0000
CC(C)CCCCC1CCC2C(C)C(CC2C1C)C3(C)CCCCC3,1,0.0000,1,0.0000
ccccCCC(C)(C)C,1,0.0000,1,0.0000
*C(=O)C=CC1OC1C(*)=O,2,0.0000,2,0.0000
CCC(C)CCCC1C(C)CCC2(C)C(CC)CCC12C,1,0.0000,1,0.0000
c1ccc2c(c1)cc(cc2C)-c3ccccc3C,2,0.0000,2,0.0000
ccc(c)C(CC)C(C)CCCC(C)C(C)C(C)C,3,0.0000,3,0.0000
c1ccc(cc1)-ccc2cccc(c2C)CCC,1,0.0000,1,0.0000
c1ccc(c-2cccc2c1)C,8,0.0000,8,0.0001
*N=CC=CC=C,3,0.0000,3,0.0000
*OC(=O)C=CN=C(N(*)*)N(*)*,1,0.0000,1,0.0000
cccc1cccc(c1)Ccc(c2ccccc2)CC,2,0.0000,2,0.0000
CCC1C(C)CCCCC1C,62,0.0000,62,0.0004
CCC12CCC(C1)C3CCCCC2C3,1,0.0000,1,0.0000
CCC(C)C(C)CC1CCCC1C,1,0.0000,1,0.0000
CC(C)CCCCC1(C)CCC2(C)C(CCC2(C)C1)C(C)CCCC(C)C,2,0.0000,2,0.0000
CCC(C)(CC)CCCC1(C)CCCC1,1,0.0000,1,0.0000
O=C1OC(=CC#CC#C)C=C1,1,0.0000,1,0.0000
CC12CCCCC2CCC3C4CCCC4CCC31,3,0.0000,3,0.0000
CCCCC(CC)CC(C)CC(CC)CC,4,0.0000,4,0.0000
c1ccc(c(c1)CCC)CCCC(C)C,3,0.0000,3,0.0000
cc(cccC(C)(C)C)CCCCCC,6,0.0000,6,0.0000
CCCC(C)(C)CC(C)C,1,0.0000,1,0.0000
CCCCCCCCC(CCCCCCCC)CCCCCCCC,1,0.0000,1,0.0000
cccc(cC)CCCC,11,0.0000,11,0.0001
c1ccc2c(c1)CCCC2CCCCC,1,0.0000,1,0.0000
c1ccc(cc1)CCc2ccc(cc2)c3ccccc3CCc4ccccc4,2,0.0000,2,0.0000
c1ccc(cc1)C2CC(C)CCC2C(C)C,16,0.0000,16,0.0001
c1cc(cc(c1)C2(c3cc(c4cccc(c4c3CC2)C)CC)C)C,1,0.0000,1,0.0000
CCCCC(C)CC(C)CC(C)(C)C(C)CC,3,0.0000,3,0.0000
*C(=O)OC1=CC(=O)C=C(O[H])C1=O,3,0.0000,3,0.0000
CC1CCC2(C)C(C)CCC2C1(C)C,14,0.0000,14,0.0001
c1ccc(cc1)c2cCCC2,1,0.0000,1,0.0000
O=C(C=C)C1(C#CC2OC2)OC1,1,0.0000,1,0.0000
c1cCC2(C)C(C)C(CCC2C1)C3CCC(C)C3C,1,0.0000,1,0.0000
CC1CCC2C(C)(C)CCCC2(C)C1CCC(C)C3CC(C)(C)CCC3(C)C,17,0.0000,17,0.0001
CC(C)C1CCC(C1C)C2CCC(C)C(C)C2C,1,0.0000,1,0.0000
*OCOC(O*)C(=O)N(*)O[H],6,0.0000,6,0.0000
CC(C)CC(C)C1CCCC1C,1,0.0000,1,0.0000
O1C2OC2C3OC13,1,0.0000,1,0.0000
c1cc(ccC)cc(c1)CC,1,0.0000,1,0.0000
*N=C1N(*)C(=NC(=O)C1(O[H])N(*)*)N(*)*,1,0.0000,1,0.0000
cc(cc1ccccc1)-c(c)cc2ccccc2,4,0.0000,4,0.0000
CC1CCCC2C(C)CCCC2C1,4,0.0000,4,0.0000
c1ccc(cc1)C(CC)CC(C)(CC)CC(C)(C)CCCC(C)(CC(c2ccccc2)CC)C(C)CC,1,0.0000,1,0.0000
CC1CCC2(C)CC1CC3CCCC32C,10,0.0000,10,0.0001
CCC1CC23CCCC(C)(C)C3CCC1(C)C2,2,0.0000,2,0.0000
CCCCCC(C)(C)C,49,0.0000,49,0.0003
*C(=O)OC(C#CC#C)=C,1,0.0000,1,0.0000
cccc1cccc(c1)CCCc2ccccc2,2,0.0000,2,0.0000
CC1CCC2CCCC3C(C12)C3(C)C,1,0.0000,1,0.0000
c1cc(cc2cccc(c2C)C)cc(c1)C(C)C,1,0.0000,1,0.0000
*OP(=O)([O-])OP(=O)(O*)O[H],7,0.0000,7,0.0000
CCC1C(C)CCCC1(C)CCCCC2C(C)CC3C(C)(C)CCCC23C,1,0.0000,1,0.0000
c1ccc2c(c1)CCC(c3ccc(cc3)C)C2,1,0.0000,1,0.0000
CC(C)C1CCC(C)(C1)C2CCCC2C,1,0.0000,1,0.0000
CC(C)CCCC(C)C1CCC(C)(CCCC23CCCCC3C2)C1(C)C,1,0.0000,1,0.0000
[H]OCON=C,2,0.0000,2,0.0000
CCCCCC(C)C1CCC(C)CC1C,3,0.0000,3,0.0000
CCC1CCC(C)C(CC)C(C)C1,24,0.0000,24,0.0002
CC12CCCCC2CCC3(CC4CC4(C)C3)C1,1,0.0000,1,0.0000
CCC(C)C(C)CCCC1CCCC(C(C)C)C(CC)C1,5,0.0000,5,0.0000
CCCC1(C)CCC2C(C)CCC(C(C)C)C2C1,1,0.0000,1,0.0000
CC1CCCC1C2C(C)C2(C)C,3,0.0000,3,0.0000
CCC(CC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC54CC35CCC12C)C(C)C,3,0.0000,3,0.0000
c1ccc(cc1)CCC2(C)CCCC(C)(CCC)C2CC,1,0.0000,1,0.0000
CCC1C(C2CCCC2C)C1(C)C,17,0.0000,17,0.0001
*C(=O)C(OCO[H])=C,2,0.0000,2,0.0000
*C(=O)C1=CC=CC(=O)N(*)C1=[cH2],2,0.0000,2,0.0000
CCC12CC32CCC4(C)C(CCC4(C)C3CCC1C(C)C)C(C)CCC(C)C(C)C,2,0.0000,2,0.0000
cc(c1ccccc1)CC(CCCC(C)(CC)CCCC(C)C)C(C)C,1,0.0000,1,0.0000
c1cc(cc(c1)CCC)-c2cccc(c2)CCC,3,0.0000,3,0.0000
*OC=C1C(=O)C=[cH]-c(-o*)=C1O*,1,0.0000,1,0.0000
CCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)CCCC(C)C,1,0.0000,1,0.0000
CCC(C)C(CC)C(C)CCCC1(C)CCCCC1,1,0.0000,1,0.0000
*N=C(N(*)*)N(*)C(=O)N(*)*,9,0.0000,9,0.0001
c1ccc(cc1)cccCCCCCCCCC,6,0.0000,6,0.0000
cc(cccC(C)CC)C,11,0.0000,11,0.0001
*OC(=O)C=CN=C1C=CC(=O)C(O[H])=C1O*,1,0.0000,1,0.0000
c1ccc(cc1)CCc2ccc(cc2CC)Cc3cccc(c3CCc4ccccc4)CC,1,0.0000,1,0.0000
c1cc(cc(c1)Cc2cccc(c2)C(CC(C)C)C(Cc3cccc(c3)C)C(C)C)C,1,0.0000,1,0.0000
*OC(O*)N(*)C(=O)N(*)*,1,0.0000,1,0.0000
c1cc2c(c(c1C)C)CCC(C2)C(C)C,1,0.0000,1,0.0000
ccccC(C)C1C(C)CCC(C)C1(C)C,3,0.0000,3,0.0000
*OC(O*)=CC(*)=O,6,0.0000,6,0.0000
*OCN(*)O[H],6,0.0000,6,0.0000
CCCC1(C)CCC2(C)C(CCC2(C)C1C)C(C)CCCC(C)C,2,0.0000,2,0.0000
CCC(C)(C)CC1C(C)CCC1C,1,0.0000,1,0.0000
cc(cc1cccc(c1)C(C)(C)CC)-c2ccccc2,2,0.0000,2,0.0000
CCC1(CC)CCC(C)(C)C1,2,0.0000,2,0.0000
CCC1(C)C(C)CCC2C(C)C(C)(CCC21)CC(C)CCCC(C)C,1,0.0000,1,0.0000
CCCCC(C)CCCC1(C)CCCC1,1,0.0000,1,0.0000
CC(C)C1(C)CCCCC1C,18,0.0000,18,0.0001
c1ccc(cc1)C2c3cccc4c5ccccc5cc(c43)C2c6ccccc6,1,0.0000,1,0.0000
CC1CCC23CC1CC3CCC4CCCCC42C,1,0.0000,1,0.0000
CCC(C)C1CCC(C)(C(C)C(C)CCCCC(C)C)C1(C)C,19,0.0000,19,0.0001
CC1CCC2C(CCC(C(C)(C)C)C2(C)C)C1,4,0.0000,4,0.0000
*SC1C(=O)N(*)C(S*)(C=CC=C)C(=O)N1*,1,0.0000,1,0.0000
CCC1CCCC2C1(C)CCC3(C)C4CCC(C(C)C)C4(C)CCC23C,1,0.0000,1,0.0000
c1ccc(cc1)Ccc2ccccc2ccC,1,0.0000,1,0.0000
*OC(=O)C=COCOC(C=C)=CC=C(Cl)C(*)=O,1,0.0000,1,0.0000
CCC(C)C1CCC2C(CC)CCC2C1,1,0.0000,1,0.0000
*C(=O)C=C(O[H])C=CO[H],4,0.0000,4,0.0000
CCC1CCC2(C)CC(C)CC2C1CC,2,0.0000,2,0.0000
CCC(C)(C)C1CCC(C)(CC1C)C(C)CCCCCC(C)(C)C,1,0.0000,1,0.0000
CCC(C)C1(C)CCC(C1)C(C)C,1,0.0000,1,0.0000
c1ccc(cc1)-c2ccc(cc2)-c3ccccc3,117,0.0001,117,0.0007
ccc1ccc(cc1)CC2C(C)CCCC2(C)CCCC(C)C,1,0.0000,1,0.0000
*C(=O)C=CC(=O)C=C,29,0.0000,29,0.0002
O1CC1C=CC=CC=CC=CC=CC=CC=CC=C,4,0.0000,4,0.0000
*OC(=O)C=P(*)(*)*,1,0.0000,1,0.0000
N(=C)C1(OC1)C2OC2,1,0.0000,1,0.0000
CC(C)CCC1CCC2C3(C)CCCC(C)(C)C3CCC2(C)C1(C)C,1,0.0000,1,0.0000
[C-]#CC#CC#CC#CC#CC#CC#CC(=O)OC(=C=[O+]C(=O)C#CC#CC#CC#CC#CC#CC#[C-])[C+]=[O+]C(=O)C#CC#CC#CC#CC#CC#CC#[C-],1,0.0000,1,0.0000
CCCCCC(C)CCC1C(C)CCCC1(C)C,1,0.0000,1,0.0000
CCC1(C)CCCC(C)C1CCC23CC3(CC)CCCC2C,1,0.0000,1,0.0000
*C(=O)C(Cl)=C(Cl)Br,2,0.0000,2,0.0000
cccc(c)c(-cccc(c)c1ccccc1c)c-c2ccccc2,1,0.0000,1,0.0000
CCCCC(C)CC(C)CC(C)CCC(C)CCC,1,0.0000,1,0.0000
CCCCCCC(C)(C)CCC,14,0.0000,14,0.0001
*N1C(=O)C=C(C=C)C1=C,10,0.0000,10,0.0001
CCCCCCCCCCCC(CC)CCCC,2,0.0000,2,0.0000
cc(cc(cC(C)CCC)C)CC(C)CC,1,0.0000,1,0.0000
*OC(OC(O*)C1OC1)C=C,1,0.0000,1,0.0000
CCC(C)(CCCC(C)C)CCC(C)C,1,0.0000,1,0.0000
CCCCC(C)C1(C)CCCC1C,1,0.0000,1,0.0000
*C(=O)N(*)C(=CC=C(Cl)Cl)C(=O)N(*)*,1,0.0000,1,0.0000
c1ccc(cc1)C(C)C(c2cccc(c2)C)C,1,0.0000,1,0.0000
c1ccc(cc1)-c(ccCccc(cC(CC)(CC)CCC)-c2ccccc2)cC(CC)(CC)CCC,1,0.0000,1,0.0000
CC1(C)CCCC2(C)C1CCC3CC4(C)C5CC32CC54,2,0.0000,2,0.0000
*B(*)OC(*)=O,1,0.0000,1,0.0000
*C(=O)N(*)C1OCN(*)C1=O,1,0.0000,1,0.0000
c1ccc(c(c1)cccC(C)CC)C,4,0.0000,4,0.0000
c1ccc(c(c1)c2cC3(C)C(C2)CCCC3(C)CCC)CC(CC(C)C)C(C)C,6,0.0000,6,0.0000
CCC1CCCC(C)C1(C)CCC2(C)C(C)CCCC2CC,2,0.0000,2,0.0000
*N=C1C=C(C(=O)C1=C)C2=CC(=N*)C(=C)C2=O,1,0.0000,1,0.0000
CCCC1CC1(C)CC2CCC(C(C)CCC(C)C(C)C)C2C,1,0.0000,1,0.0000
CC(C)C(C)CC1CCCC1C,2,0.0000,2,0.0000
*OC(O[H])(O[H])C=C,2,0.0000,2,0.0000
c1ccc2c(c1)ccc3c(cccc23)-c4ccc5-c6ccccc6CCc5c4,1,0.0000,1,0.0000
ccc(c)CCC1C(C)CCCC1(C)C,3,0.0000,3,0.0000
ccc(c)CCC1C(C)CCC2(C)C(C)(C)CCCC12C,1,0.0000,1,0.0000
CCC1(C)C(CCC2(C)C1CCC3CC(CCCC(C)C)CCC32C)C(C)C,2,0.0000,2,0.0000
[H]OCOC=CC=O,2,0.0000,2,0.0000
c-c(c)c1ccccc1,8,0.0000,8,0.0001
ccccC1(C)CCC2C(C)(C)CCCC2(C)C1C,2,0.0000,2,0.0000
cc(c(c)C1CC1C)C,1,0.0000,1,0.0000
[H]OC1OC(OC1O[H])C=C,2,0.0000,2,0.0000
CC1CCC2CC3CCCC3C12,1,0.0000,1,0.0000
O=C1OC2(OC3(OC(=O)C=C3)C=C2)C=C1,4,0.0000,4,0.0000
*SS[S+](*)[O-],4,0.0000,4,0.0000
CCC1CCC(CC1)C2(C)CCCC(C)(C)C2,18,0.0000,18,0.0001
cc(ccC(C)C(C)CCC)C,1,0.0000,1,0.0000
CCCCCCC1CC(C)C(CC)C(CC)C1,2,0.0000,2,0.0000
ccc(c)CCCC1CCCCC1C,2,0.0000,2,0.0000
[H]OC(=O)C=CC=CC(=CC=C)C(=O)O[H],1,0.0000,1,0.0000
cc(cc(c)C(CC)CC)-c1ccccc1,1,0.0000,1,0.0000
c1c(cc(cc1CC)CCC(C)C)C,7,0.0000,7,0.0000
[H]OC(=C)C=C,21,0.0000,21,0.0001
[H]OC(=C)C=O,1,0.0000,1,0.0000
c1ccc(c(c1)c(cC)C)C,1,0.0000,1,0.0000
cc1c(c)C(CC)CC1,1,0.0000,1,0.0000
[H]OC(C=C)=C1OC(=O)C=C1,2,0.0000,2,0.0000
CC1CCC(C1)CC2(C)CCC3C(CC2C)C3(C)C,2,0.0000,2,0.0000
cccc(cC)C(C)C,1,0.0000,1,0.0000
*ON(*)C(=O)C(O*)OCO*,1,0.0000,1,0.0000
c1ccc(cc1)cc2ccc(cc2)C(C)CC,3,0.0000,3,0.0000
*[N+]([O-])=C,20,0.0000,19,0.0001
CCC1CCC2C(C)CCCC12C,2,0.0000,2,0.0000
CCCC1(C)CCC2C(C)(C)CCCC2(C)C1C,4,0.0000,4,0.0000
c1ccc(cc1)c2ccccc2C,19,0.0000,19,0.0001
*N=C(O*)N(*)*,11,0.0000,11,0.0001
*N(*)Br,3,0.0000,3,0.0000
ccc(c1ccccc1)C(c2ccccc2)CC,1,0.0000,1,0.0000
*N(*)Cl,1,0.0000,1,0.0000
c1cc(c(c(c1)C)CCC)C,6,0.0000,6,0.0000
c1ccc(cc1)c2cC(C)CCC2,1,0.0000,1,0.0000
CCC(C)CCCCCC(C)C1(C)CCC2C(C)(C)CCCC2(C)C1,15,0.0000,15,0.0001
CCCCC1(C)CCC2(C)C(CCC2(C)C1C)C(C)CC,1,0.0000,1,0.0000
*OC=C(O*)C(=O)C(O[H])=CC(*)=O,1,0.0000,1,0.0000
[H]OCOC=C,24,0.0000,24,0.0002
*C(=O)C=C(C=C)C=C,1,0.0000,1,0.0000
*OC=C(O*)C(O*)=C,1,0.0000,1,0.0000
*N=CC=CN(*)C=C,2,0.0000,2,0.0000
CCC1CCC(C)(CC(C)CCCCC(C)C)C1(C)C,2,0.0000,2,0.0000
cccc-c1cccc(cc)c1,1,0.0000,1,0.0000
CC(C)C(C)CC(C)C1CCC2(C)C3CCC4C(C)(C)CCCC54CC35CCC12C,7,0.0000,7,0.0000
CCC1CCC(C)(CC(C)C(C)C)C1,1,0.0000,1,0.0000
CCCCCCC(CC)CC(CC)CC,3,0.0000,3,0.0000
cc(c(c)C(c1cccc(c1)CC)C)CCC,2,0.0000,2,0.0000
CCC1(C)C(CCC2(C)C1CCCC2(C)CCC(C)CCC(C)C)C(C)C,4,0.0000,4,0.0000
CCCC(CC)C(C)C,108,0.0001,108,0.0007
c1ccc(cc1)CCCCc2ccc(cc2)C,1,0.0000,1,0.0000
CC(C)CC(C)CC1C(C)C1(C)C,109,0.0001,109,0.0007
*C(=O)N(*)C1=CC(=O)C2OC2C1=O,2,0.0000,2,0.0000
[C-]#[N+]C1(OC1)C2OC2,2,0.0000,2,0.0000
ccCCCC(C)CCCCCCCCCCCCCCCCC,2,0.0000,2,0.0000
cc(cc(c)C)C,52,0.0000,52,0.0003
cc(cc(cCCC)C(C)C)C(c1ccccc1)c2cccc(c2)C,1,0.0000,1,0.0000
*OC(O*)(C(Br)=C)C(Br)=C,2,0.0000,2,0.0000
ccCc1ccccc1,58,0.0000,45,0.0003
O=C(C1OC1)C2(C#CC=C)OC2,1,0.0000,1,0.0000
S(SC=C)C=C,2,0.0000,2,0.0000
[O-][S+](C=C)CSSC=C,1,0.0000,1,0.0000
